req.url,count(*)
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10822,69
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10822/users,46
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10707,72
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10707/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10707/users,48
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10757/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,15
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12256/calls/614c1ea6041bc6001dde21db,2
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10500,72
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10500/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10500/users,48
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-13007,108
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-13007/users,72
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-13007/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10757/users,46
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10876,69
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10097/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,23
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10757,73
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10876/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,23
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10876/users,46
/v/dev-0.0/tenants/smartpatcher/subtenants/dr-schlotmann-kids/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12213,72
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10810/calls/614c1dc8d880b2001b67daf3,8
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12213/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,24
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10097,69
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10703/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12232/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10703/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12213/users,48
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10703,36
/v/dev-0.0/tenants/dashboard/statistics,98
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10097/users,46
/v/dev-0.0/tenants/smartpatcher/subtenants?id=dr-schlotmann-kids,36
/v/dev-0.0/tenants/smartpatcher/subtenants/dr-schlotmann-kids/users,24
/v/dev-0.0/tenants/bmg/subtenants?id=ga-kyffhaeuser&is_webapp=true,50
/v/dev-0.0/tenants/bmg/subtenants/ga-schmalkalden/calls?subtenant_id=ga-schmalkalden&is_complete=false,100
/v/dev-0.0/tenants/bmg/subtenants?id=ga-schmalkalden&is_webapp=true,100
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12232/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12232,36
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10636,108
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10976/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,24
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10976,122
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10636/users,72
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10976/users,80
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12178/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,24
/v/dev-0.0/tenants/bmg/subtenants?id=ga-harburg&is_webapp=true,48
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12178/users,48
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10890/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,24
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12178,72
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10890,72
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10890/users,48
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-13016/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10984/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12037/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,13
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10984,108
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-13016/users,48
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-13016,72
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10984/users,72
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12037,41
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12037/users,27
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12239,72
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12239/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10727/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12239/users,48
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10840/calls/614c1eaf755d37001974b256,2
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10727,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10727/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10984/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=150&is_complete=false,12
/v/dev-0.0/tenants/bmg/subtenants/ga-bamberg/calls?subtenant_id=ga-bamberg&is_complete=false,55
/v/dev-0.0/tenants/bmg/subtenants?id=ga-bamberg&is_webapp=true,55
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10636/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10591/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10551/calls/614c1eb6265959001cd76a28,3
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12319/calls/614c1e92f80848001b30aa52,3
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10591,72
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10591/users,48
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10759/calls,5
/v/dev-0.0/tenants/smartpatcher/subtenants?phone_number=%2B4930330835015,5
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12095/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants/infektiologisches-zentrum-steglitz/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12011/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,23
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12095/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12011/users,46
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12095,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10766/calls/614c1ecc265959001cd76a4a,1
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-13032/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12011,69
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12296/calls/614c1edfa5c01f0019264d18,1
/v/dev-0.0/tenants/smartpatcher/subtenants/infektiologisches-zentrum-steglitz/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10962,96
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-13032,36
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12014,108
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-13032/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12014/users,69
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12014/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,29
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10673/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,25
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10836/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants?id=infektiologisches-zentrum-steglitz,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12220/calls,1
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12122/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,13
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10944/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,36
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10836,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10962/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,32
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10836/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10962/users,64
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10673,83
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-13018,125
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10673/users,54
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-13018/users,84
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10568/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10568,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10568/users,24
"/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10795/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false&category_type=emergency,appointment,prescription,voicemail,special_intent",12
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12238,6
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10795/users,96
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10795,144
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10955/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,23
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12074/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10953/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,23
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10953,71
"/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12124/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false&category_type=prescription,Überweisung,Krankschreibung,Attest,voicemail",12
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10953/users,47
/v/dev-0.0/tenants/smartpatcher/subtenants?phone_number=12220,2
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12122,43
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12122/users,28
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10890/calls/614c1ec8b23cdc001a1643b5,2
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-13018/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,43
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10933/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,25
/v/dev-0.0/tenants/eon/callback-requests/614a2b38a1f6b4001b03c088?editor=b1a38cda-6265-47be-8a36-d32fbfc3b89d,1
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12074,108
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12074/users,72
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12238/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,1
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10646/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12238/users,2
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10933/users,58
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10967/calls/614c1ec1755d37001974b269,1
/v/dev-0.0/tenants/authentication/token,18
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10944/users,72
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12124/users,73
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10933,91
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10944,108
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12124,108
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12003/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,41
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12159/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,34
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10646/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10646,36
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12003,140
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12003/users,93
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12058,72
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12058/users,48
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-13009/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10648/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,24
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10648,74
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-13009/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12059/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=75&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10648/users,49
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-13009,36
/v/dev-0.0/tenants/smartpatcher/subtenants/poliklinisches-zentrum-berlin/calls?start_time=2021-09-22T22:00:00.000Z&end_time=2021-09-23T21:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10564/calls,3
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10955,69
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10933/calls/614c1b6cb3d30300191ac98d,2
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10955/users,46
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12059,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12059/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants/poliklinisches-zentrum-berlin/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12058/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,24
/v/dev-0.0/tenants/smartpatcher/subtenants?id=poliklinisches-zentrum-berlin,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12167/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,22
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12167,88
/v/dev-0.0/tenants/smartpatcher/subtenants?phone_number=%2B4930255585668,3
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10759/calls/614c1e8fd880b2001b67dc49,6
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10622/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12167/users,56
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10622,110
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10622/users,73
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10829/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,5
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10829,55
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10829/users,34
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10684/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,17
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10972,105
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10972/users,70
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10972/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,24
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10684,78
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10684/users,46
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-hoexter/calls/614c1eddf80848001b30aac3,1
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10815/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,23
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10815,69
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10815/users,46
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10947/calls/614c1e58a5c01f0019264c16,7
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-13008/calls?start_time=2017-12-31T23:00:00.000Z&end_time=2021-09-22T21:59:59.999Z&size=50&is_complete=false&caller_type=present,12
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10597/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,24
/v/dev-0.0/tenants/countandcare/meter-readings?force=False&partnerId=1000484313&hotline=e-netz&identificationNumber=000000000000858340&validate=false,1
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12003/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=75&is_complete=false,5
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10866/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=75&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10615/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,23
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10615,69
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10999/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-boehme-weinhold,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-boehme-weinhold/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12054/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=125&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10615/users,46
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10965/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10999,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10999/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10027/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,23
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-boehme-weinhold/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10719,108
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10597,72
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10597/users,48
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10719/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10719/users,72
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-13008/users,25
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10521/calls/614c1edc041bc6001dde223e,1
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-13008,41
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10575/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12279/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10575,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10575/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12279/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12279,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12199/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12199/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12199,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10965/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10965,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10531/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=75&is_complete=false,24
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10536,35
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10536/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,11
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10536/users,23
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12018/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants?phone_number=%2B493083799756,2
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10531/users,104
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12018,72
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10531,159
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12018/users,48
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10745/calls/614c1ea3f80848001b30aa76,3
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12165/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-salzdahlumerstrasse-dr-ismail,1
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12165,46
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12165/users,29
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-12063,21
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12063/calls?start_time=2017-12-31T23:00:00.000Z&end_time=2021-09-23T21:59:59.999Z&size=50&is_complete=false,7
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-12063/users,14
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10613/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10944/calls/614c1edc9c3d43001917aae6,1
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10613,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10764/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,12
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10613/users,24
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10749,72
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10749/users,48
/v/dev-0.0/tenants/smartpatcher/subtenants?id=praxis-10764,36
/v/dev-0.0/tenants/smartpatcher/subtenants/praxis-10749/calls?start_time=2018-01-01T00:00:00.000Z&end_time=2021-09-23T23:59:59.999Z&size=50&is_complete=false,24
